Category,Country,Year,Value
"Executive and legislative organs, financial and fiscal affairs, external affairs",Malta,2019,2.4171421719718715
"Executive and legislative organs, financial and fiscal affairs, external affairs",Malta,2020,2.6412944393801276
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2012,1.809129418683362
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2013,1.8593017322696352
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2014,2.067425099767705
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2015,1.9183835549732755
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2016,1.503239277349623
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2017,1.4694924852265
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2018,1.6085541488422932
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2019,1.6656929728001182
"Executive and legislative organs, financial and fiscal affairs, external affairs",Netherlands,2020,1.8815361631074785
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2012,1.4634304025467262
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2013,1.5046350094276515
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2014,1.5997351346152422
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2015,1.7626538676743002
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2016,1.8509137692253794
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2017,1.8038190960415506
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2018,1.7182528948825948
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2019,1.8469287008343591
"Executive and legislative organs, financial and fiscal affairs, external affairs",Norway,2020,2.0385423875191355
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2012,2.567870315063154
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2013,2.7268509029334904
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2014,2.574330267892843
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2015,2.638735923073666
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2016,2.5247489436361894
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2017,2.4066035657743714
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2018,2.451482863567654
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2019,2.4780062974092063
"Executive and legislative organs, financial and fiscal affairs, external affairs",Poland,2020,2.673871494517124
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2012,3.294382027812967
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2013,3.490656176261333
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2014,3.185831912290809
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2015,3.2115058882708674
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2016,3.120653247523457
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2017,2.894861472886573
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2018,2.9729399110359918
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2019,2.8609266209709547
"Executive and legislative organs, financial and fiscal affairs, external affairs",Portugal,2020,3.4043174982507884
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2012,2.414803925931562
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2013,2.604441788889441
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2014,2.4595674796575127
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2015,2.6687620642369536
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2016,2.1519538276824948
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2017,2.314980230580636
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2018,2.6290823736763724
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2019,2.4030393623655426
"Executive and legislative organs, financial and fiscal affairs, external affairs",Romania,2020,2.9245314681255006
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2012,1.8128435895414605
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2013,1.957380626532899
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2014,1.8955463559219101
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2015,1.8133251605342497
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2016,1.5497145945505415
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2017,1.5359600687880124
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2018,1.6753666185724232
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2019,1.6060788119181453
"Executive and legislative organs, financial and fiscal affairs, external affairs",Sweden,2020,1.8179968053697755
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2012,2.230969318655129
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2013,2.4526599056901377
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2014,2.845808212189412
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2015,2.2001101599378163
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2016,2.315593227044349
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2017,2.048298935396047
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2018,2.110893860228484
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2019,2.1906698727260365
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovenia,2020,2.511665099977457
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovakia,2012,2.0893613381254132
"Executive and legislative organs, financial and fiscal affairs, external affairs",Slovakia,2013,2.614749344903131
